Name	468_MeCP2_NTC - linear total RPKM	468_MeCP2_sh1 - linear total RPKM	468_MeCP2_sh3 - linear total RPKM
MAP1LC3A	1.518	1.596	1.9
MAP1LC3B	10.935	45.089	42.057
MAP1LC3B2	0	0	0.002
MAP1LC3C	0	0	0
MAP1S	12.653	29.624	31.527
MAP2	0.023	0.208	0.174
MAP2K1	8.943	22.383	22.982
MAP2K2	21.291	74.428	63.776
MAP2K3	4.265	20.903	16.407
MAP2K4	1.177	4.813	3.654
MAP2K5	1.655	7.383	6.408
MAP2K6	0.048	0.307	0.249
MAP2K7	4.189	12.91	13.184
MAP3K1	1.626	7.653	5.004
MAP3K2	1.86	9.735	8.334
MAP3K2-DT	8.891	8.603	8.731
MAP3K3	2.743	6.694	6.302
MAP3K4	1.439	5.241	4.388
MAP3K5	4.429	17.723	12.356
MAP3K5-AS1	0.045	1.075	0.573
MAP3K6	4.509	9.985	10.703
MAP3K7	3.973	23.283	20.124
MAP3K7CL	2.045	4.135	3.588
MAP3K8	0.759	3.212	3.398
MAP3K9	4.182	14.516	13.683
MAP3K10	5.768	6.504	6.208
MAP3K11	18.031	36.046	36.94
MAP3K12	0.083	1.929	1.372
MAP3K13	16.145	15.08	13.98
MAP3K14	0.787	2.634	3.878
MAP3K14-AS1	3.74	3.93	4.656
MAP3K15	0.037	0.329	0.341
MAP3K19	0.035	0.044	0.05
MAP3K20	4.552	44.359	33.375
MAP3K20-AS1	1.303	3.217	2.468
MAP3K21	2.113	4.842	3.692
MAP4	2.853	12.337	12.957
MAP4K1	1.273	0.967	1.059
MAP4K2	7.495	9.234	8.241
MAP4K3	2.034	6.598	5.791
MAP4K3-DT	3.477	3.562	3.543
MAP4K4	0.265	1.5	1.591
MAP4K5	2.642	8.559	8.591
MAP6	0.957	0.979	0.907
MAP6D1	0.089	1.299	1.778
MAP7	9.301	29.403	25.665
MAP7D1	18.041	48.023	51.876
MAP7D2	0.023	0.053	0.177
MAP7D3	2.07	13.533	12.126
MAP9	0.109	3.188	2.023
MAP10	0.699	2.211	1.726
MAP11	2.796	5.99	6.136
MAPK1	6.706	34.357	28.168
MAPK1IP1L	6.133	35.511	29.184
MAPK3	4.229	15.531	12.716
MAPK4	0.179	0.745	0.584
MAPK6	1.906	13.146	11.016
MAPK6-DT	3.684	3.99	3.944
MAPK7	1.801	5.947	6.32
MAPK8	2.61	12.03	10.641
MAPK8IP1	1.899	2.766	3.428
MAPK8IP2	0.227	0.27	0.345
MAPK8IP3	3.36	9.643	9.097
MAPK9	7.823	46.84	45.812
MAPK10	0	0	0.001
MAPK10-AS1	0	0.002	0
MAPK11	2.913	7.34	7.38
MAPK12	1.857	4.782	6.866
MAPK13	35.475	47.057	43.846
MAPK14	8.834	33.825	29.536
MAPK15	0.276	1.121	1.184
MAPKAP1	6.49	24.745	24.431
MAPKAPK2	9.926	48.106	39.727
MAPKAPK3	4.362	24.017	24.766
MAPKAPK5	0.338	15.517	14.764
MAPKAPK5-AS1	5.634	9.092	8.568
MAPKBP1	4.124	5.714	5.68
MAPRE1	13.019	76.424	62.754
MAPRE2	0.001	0.004	0.001
MAPRE3	0.097	2.528	1.8
MAPRE3-AS1	0.002	0.014	0.001
MAPT	0.222	0.437	0.256
MAPT-AS1	0	0.001	0
MAPT-IT1	0	0.001	0
1-Mar	2.094	7.746	5.339
2-Mar	1.316	4.036	3.564
MARCH11-AS1	0.003	0.02	0.015
MARCHF1	0.042	0.274	0.016
MARCHF2	3.46	13.802	9.424
MARCHF3	0.115	4.69	5.179
MARCHF4	0	0	0
MARCHF5	3.589	21.932	21.795
MARCHF6	7.415	43.544	38.254
MARCHF7	3.536	20.034	21.067
MARCHF8	1.027	3.021	2.501
MARCHF9	1.527	2.351	2.212
MARCHF10	0	0	0.001
MARCHF10-DT	2.497	2.282	2.196
MARCHF11	0.006	0	0.001
MARCKS	191.67	226.968	261.559
MARCKSL1	63.96	212.022	201.78
MARCO	0.01	0	0
MARCOL	0	0	0
MARF1	2.538	9.703	9.354
MARK1	0.538	1.686	1.861
MARK2	11.737	36.281	31.677
MARK3	0.678	2.218	2.16
MARK4	6.069	19.435	17.953
MARS1	18.492	77.504	78.167
MARS2	1.814	7.382	7.796
MARVELD1	0.567	0.346	1.887
MARVELD2	0.179	5.091	5.407
MARVELD3	6.862	10.032	11.236
MAS1	0	0	0
MAS1L	0	0	0
MASCRNA	0	0	0
MASP1	0	0.001	0.003
MASP2	0.002	0.289	0.016
MAST1	0.449	1.239	1.222
MAST2	15.253	49.723	44.243
MAST3	1.684	5.618	5.815
MAST4	0.24	0.413	0.18
MAST4-AS1	0.018	0	0
MASTL	11.342	12.478	11.027
MAT1A	0.05	0.076	0.001
MAT2A	19.222	83.787	80.06
MAT2B	7.856	42.421	43.939
MATK	0	0.001	0.001
MATN1	0.015	0	0.009
MATN1-AS1	0.038	0.323	0.3
MATN2	0.689	2.907	3.552
MATN3	0.013	0.013	0.002
MATN4	0.016	0.001	0.011
MATR3	19.027	105.995	92.953
MAU2	5.551	13.827	13.846
MAVS	25.066	29.177	29.959
MAX	4.232	12.289	10.738
MAZ	25.194	65.107	61.905
MB	4.131	18.222	29.07
MB21D2	0.133	3.183	3.193
MBD1	0.638	2.293	1.624
MBD2	13.809	28.224	24.919
MBD3	16.216	33.591	33.223
MBD3L1	0	0	0
MBD3L2	0.001	0	0
MBD3L2B	0.001	0	0
MBD3L3	0.001	0	0
MBD3L4	0.001	0	0
MBD3L5	0.001	0	0
MBD4	2.515	16.641	16.688
MBD5	0.103	3.66	2.712
MBD6	3.158	14.028	10.451
MBIP	0.534	1.951	1.946
MBL2	0	0	0
MBLAC1	1.233	1.414	1.571
MBLAC2	0.103	2.117	1.845
MBNL1	1.785	11.175	8.375
MBNL1-AS1	0.202	0.569	0.429
MBNL2	6.855	31.12	39.5
MBNL3	0.305	14.621	13.291
MBOAT1	6.232	17.825	16.308
MBOAT2	7.215	12.953	11.439
MBOAT4	0.138	0.214	0.002
MBOAT7	11.033	38.761	32.904
MBP	2.379	10.834	11.06
MBTD1	1.343	6.447	4.996
MBTPS1	6.728	30.882	31.234
MBTPS2	0.747	3.263	2.405
MC1R	1.704	7.072	7.017
MC2R	0.001	0	0
MC3R	0	0	0
MC4R	0	0	0
MC5R	0	0	0
MCAM	1.06	6.036	7.437
MCAT	6.316	16.65	17.132
MCC	2.233	8.129	7.389
MCCC1	10.408	10.313	10.66
MCCC2	16.357	24.07	21.353
MCCD1	0.347	0.501	1.059
MCEE	1.106	6.742	6.327
MCEMP1	0	0	0.002
MCF2	0	0	0
MCF2L	2.859	11.087	10.006
MCF2L-AS1	1.52	6.458	6.609
MCF2L2	0.341	0.635	0.432
MCFD2	0.548	22.908	20.513
MCHR1	0	0	0
MCHR2	0	0	0
MCHR2-AS1	0.692	3	2.392
MCIDAS	0.443	0.849	0.995
MCL1	44.786	170.698	123.452
MCM2	7.811	28.501	23.38
MCM3	18.265	80.545	67.42
MCM3AP	6.205	21.008	21.309
MCM3AP-AS1	0.825	7.314	5.631
MCM4	8.671	57.657	49.685
MCM5	9.268	33.73	32.841
MCM6	8.646	53.619	41.048
MCM7	24.156	78.26	78.142
MCM8	14.382	19.223	17.138
MCM8-AS1	5.605	6.522	5.716
MCM9	0.172	4.244	4.161
MCM10	0.899	7.828	5.303
MCMBP	5.936	26.806	25.193
MCMDC2	2.973	2.792	2.266
MCOLN1	0.837	3.289	2.58
MCOLN2	3.682	3.821	3.719
MCOLN3	3.514	5.301	5.068
MCPH1	8.408	9.845	9.157
MCPH1-AS1	2.951	2.868	2.759
MCRIP1	24.034	53.323	52.902
MCRIP2	10.014	22.412	21.093
MCRS1	10.043	24.101	23.09
MCTP1	0.013	0.161	0.1
MCTP2	0.018	0.72	0.534
MCTS1	3.359	19.849	16.732
MCU	4.597	11.349	9.973
MCUB	2.247	6.888	5.025
MCUR1	29.904	30.199	31.54
MDC1	4.496	21.688	16.839
MDC1-AS1	0.311	17.121	5.326
MDFI	3.888	8.884	9.356
MDFIC	4.478	25.598	13.677
MDFIC2	0	0.002	0
MDGA1	0.062	1.202	2.758
MDGA2	0.104	0.858	0.195
MDH1	14.588	95.232	88.749
MDH1B	0.022	0.304	0.285
MDH2	28.558	129.392	113.684
MDK	68.467	166.596	193.962
MDM1	0.743	2.93	2.568
MDM2	3.869	22.327	19.829
MDM4	8.455	17.926	10.992
MDN1	3.429	17.622	18.202
MDP1	0.345	1.178	1.617
MDS2	0.002	0.002	0.003
ME1	2.895	16.81	13.875
ME2	3.511	10.251	10.321
ME3	0.886	3.341	2.69
ME3-DT	2.338	2.324	2.217
MEA1	13.271	66.759	61.788
MEAF6	39.141	71.843	63.955
MEAK7	5.281	16.528	13.342
MEAT6	0.023	0.244	0.167
MECOM	0.001	0	0
MECOM-AS1	0	0	0
MECP2	10.191	11.109	11.351
MECR	6.825	8.66	7.881
MED1	2.587	16.229	11.879
MED4	0.151	5.893	3.88
MED4-AS1	0.768	0.688	0.933
MED6	0.24	7.741	7.632
MED7	0.208	8.704	8.556
MED8	7.664	31.494	25.912
MED8-AS1	0.067	0.952	0.311
MED9	0.166	3.593	3.558
MED10	7.507	37.168	37.048
MED11	0.208	5.792	6.801
MED12	2.76	11.831	10.765
MED12L	0.024	0.141	0.02
MED13	2.424	11.247	10.397
MED13L	3.118	16.991	17.074
MED14	1.569	8.08	6.811
MED14OS	3.249	7.637	7.12
MED15	9.443	27.549	24.807
MED16	4.58	16.826	16.49
MED17	1.447	6.435	7.384
MED18	1.287	3.906	3.622
MED19	2.36	12.417	14.256
MED20	4.56	16.838	15.089
MED21	3.308	6.113	6.077
MED22	4.495	18.221	15.217
MED23	1.572	10.486	7.078
MED24	3.444	11.862	9.985
MED25	8.258	23.378	23.383
MED26	2.249	7.931	7.458
MED27	2.47	14.089	12.677
MED28	3.623	11.678	10.711
MED29	23.905	25.428	24.762
MED30	0.189	5.937	7.24
MED31	0.134	5.329	4.603
MEDAG	0	0	0
MEF2A	1.593	3.413	2.94
MEF2B	2.704	4.218	4.774
MEF2C	0.013	0.19	0.191
MEF2C-AS1	3.447	2.641	2.945
MEF2C-AS2	7.375	8.136	8.206
MEF2D	2.953	10.161	8.869
MEFV	0	0.002	0.001
MEG3	2.26	2	1.94
MEG8	1.698	0.958	0.966
MEG9	0	0	0
MEGF6	7.856	22.496	22.971
MEGF8	4.91	11.785	13.226
MEGF9	2.435	10.217	6.23
MEGF10	0.675	3.037	2.709
MEGF11	0.087	0.163	0.167
MEI1	0.001	0.002	0.007
MEI4	0	0	0
MEIG1	2.333	1.798	1.933
MEIKIN	0	0	0
MEIOB	0.038	0.001	0.096
MEIOC	0.067	1.094	0.808
MEIS1	0.08	2.704	1.841
MEIS1-AS2	0.002	0.367	0.042
MEIS1-AS3	0.039	0.159	0.208
MEIS2	1.317	2.949	2.729
MEIS3	0.427	1.743	1.675
MELK	27.027	53.276	42.182
MELTF	1.17	2.997	3.628
MELTF-AS1	1.072	2.244	2.648
MEMO1	18.039	25.57	23.783
MEN1	5.837	16.347	15.235
MEOX1	0	0	0
MEOX2	0.016	0.002	0.012
MEP1A	0	0	0
MEP1B	0	0.001	0.002
MEPCE	16.898	31.509	29.345
MEPE	0	0	0
MERTK	0.042	0.4	0.487
MESD	1.64	5.265	5.423
MESP1	6.552	3.284	4.057
MESP2	0.289	0.148	0.016
MEST	5.683	24.902	20.951
MESTIT1	4.21	3.325	3.825
MET	11.459	46.603	45.008
METAP1	2.941	21.923	19.684
METAP1D	1.106	3.031	1.897
METAP2	3.485	17.271	15.248
METRN	1.921	1.064	2.09
METRNL	4.179	7.152	6.952
METTL1	2.68	7.666	6.625
METTL2A	2.458	11.4	10.766
METTL2B	3.691	16.808	16.216
METTL3	2.357	10.755	9.676
METTL4	1.561	9.626	8.017
METTL5	4.126	35.048	34.683
METTL6	24.365	22.129	21.919
METTL7A	2.07	6.744	4.766
METTL7B	0	0	0
METTL8	11.197	12.177	12.437
METTL9	15.249	32.842	29.963
METTL11B	0	0	0
METTL14	1.327	4.427	3.596
METTL14-DT	1.942	2.187	2.449
METTL15	5.587	12.806	10.082
METTL16	2.027	7.478	6.447
METTL17	3.639	11.622	10.172
METTL18	0.798	4.275	2.682
METTL21A	0.178	4.715	4.3
METTL21C	0.002	0.001	0.012
METTL22	11.11	11.795	11.021
METTL23	9.133	31.39	27.982
METTL24	0	0.002	0.002
METTL25	0.703	2.345	1.866
METTL26	18.002	53.606	59.411
METTL27	0.132	0.392	0.297
MEX3A	7.317	21.621	19.978
MEX3B	0.031	0.183	0.325
MEX3C	11.935	18.239	17.157
MEX3D	26.941	39.609	43.884
MFAP1	1.689	12.098	12.013
MFAP2	0.002	0.002	0.012
MFAP3	3.065	15.081	13.589
MFAP3L	0.121	2.725	1.849
MFAP4	0.033	0.468	0.329
MFAP5	4.829	3.705	3.825
MFF	2.418	12.777	12.278
MFF-DT	2.886	1.721	2.11
MFGE8	2.09	10.017	12.283
MFHAS1	4.872	17.214	15.49
MFN1	2.13	10.153	8.316
MFN2	5.62	19.847	19.229
MFNG	0.48	0.916	1.578
MFRP	0	0	0
MFSD1	2.108	8.082	5.661
MFSD2A	0.054	0.689	0.233
MFSD2B	2.482	2.147	2.163
MFSD3	12.206	22.898	26.67
MFSD4A	0.018	0.175	0.29
MFSD4A-AS1	5.191	5.326	5.166
MFSD4B	12.258	11.564	11.497
MFSD5	1.573	5.366	5.867
MFSD6	7.576	12.077	10.54
MFSD6L	0.001	0	0
MFSD8	3.319	7.069	5.912
MFSD9	5.255	5.382	5.453
MFSD10	9.678	32.238	33.9
MFSD11	5.392	7.786	6.57
MFSD12	13.473	24.1	25.009
MFSD13A	1.976	2.706	2.126
MFSD14A	3.601	23.589	16.846
MFSD14B	6.308	24.874	23.023
MFSD14C	12.855	15.498	15.731
MGA	3.4	14.727	13.795
MGAM	0.012	0.096	0.033
MGAM2	0.064	0.011	0.004
MGARP	0.002	0.001	0.014
MGAT1	37.329	69.877	71.222
MGAT2	2.825	7.313	6.813
MGAT3	0.001	0.007	0
MGAT3-AS1	0.04	1.315	1.053
MGAT4A	1.897	16.157	14.936
MGAT4B	25.124	137.912	138.113
MGAT4C	0.018	0.066	0.041
MGAT4D	0	0	0
MGAT5	0.134	0.512	2.224
MGAT5B	0.019	0.082	0.325
MGC2889	0.62	1.201	1.138
MGC4859	4.055	20.635	16.45
MGC12916	0.09	0.235	0.311
MGC15885	0.001	0.01	0.014
MGC16025	0.02	0.036	0.026
MGC16275	5.704	4.572	4.652
MGC27382	0.001	0.002	0.077
MGC32805	0.028	0.386	0.289
MGLL	1.285	7.642	9.642
MGME1	3.174	12.138	12.5
MGMT	5.229	17.024	16.892
MGP	106.843	1354.879	396.749
MGRN1	3.032	2.361	2.072
MGST1	16.456	112.676	79.018
MGST2	3.031	9.202	7.332
MGST3	6.051	49.314	36.547
MHENCR	0.965	2.266	2.288
MHRT	0	0	0
MIA	0.019	0.002	0
MIA-RAB4B	1.868	4.924	4.696
MIA2	0.175	0.774	0.736
MIA3	2.117	11.572	6.881
MIAT	0.088	0.281	0.238
MIATNB	0.083	1.336	1.177
MIB1	6.826	24.648	23.428
MIB2	2.294	4.215	4.596
MICA	2.955	16.264	14.213
MICA-AS1	5.533	5.045	5.164
MICAL1	3.261	8.159	8.344
MICAL2	1.409	6.536	8.073
MICAL3	5.56	13.131	13.875
MICALCL	0.081	0.285	0.127
MICALL1	14.565	43.561	39.442
MICALL2	4.494	13.062	13.336
MICB	0.24	11.175	7.83
MICB-DT	9.09	8.079	7.127
MICOS10	25.011	35.436	32.256
MICOS10-NBL1	0.038	0.005	0
MICOS13	4.608	35.061	33.155
MICU1	2.325	17.605	16.386
MICU2	10.723	11.512	11.316
MICU3	2.228	1.786	2.067
MID1	2.504	15.966	9.27
MID1IP1	5.542	16.411	13.648
MID1IP1-AS1	0.068	0.879	1.375
MID2	1.379	7.508	5.42
MIDN	7.407	22.124	21.038
MIEF1	11.874	19.169	17
MIEF2	2.389	5.676	6.686
MIEN1	13.772	23.668	24.268
MIER1	1.419	7.124	6.151
MIER2	1.903	6.864	6.547
MIER3	1.068	6.735	5.18
MIF	52.788	269.453	217.193
MIF-AS1	13.332	57.456	48.6
MIF4GD	3.392	12.314	12.243
MIG7	0.145	0.693	0.352
MIGA1	1.722	7.772	6.369
MIGA2	6.619	10.467	11.259
MIIP	4.952	12.05	11.66
MILR1	0.01	0.001	0.133
MIMT1	0	0.001	0
MINAR1	0.06	0.813	0.725
MINAR2	0	0	0
MINCR	0.081	2.641	5.679
MINDY1	1.888	9.432	5.351
MINDY2	3.226	6.733	8.306
MINDY3	1.437	6.718	4.991
MINDY4	0.02	1.02	1.676
MINDY4B	0	0	0.001
MINK1	3.95	15.971	13.533
MINPP1	4.044	11.083	13.467
MIOS	1.059	7.24	5.308
MIOX	11.977	12	11.731
MIP	0	0	0.002
MIPEP	1.178	3.436	3.608
MIPOL1	7.929	6.291	6.614
MIR1-1	0	0	0
MIR1-1HG	0	0	0
MIR1-1HG-AS1	3.455	2.879	2.94
MIR1-2	0	0	0
MIR7-1	0	0	0
MIR7-2	0	0	0
MIR7-3	0	0	0
MIR7-3HG	0.001	0	0
MIR9-1	0	0	0
MIR9-2	0	0	0
MIR9-3	0	0	0
MIR9-3HG	0.405	1.478	2.042
MIR10A	0	0	0
MIR10B	0	0	0
MIR15A	0	0	0
MIR15B	0	0	0
MIR16-1	0	0	0
MIR16-2	0	0	0
MIR17	0	0	0
MIR17HG	5.183	4.25	4.51
MIR18A	0	0	0
MIR18B	0	0	0
MIR19A	0	0	0
MIR19B1	0	0	0
MIR19B2	0	0	0
MIR20A	0	0	0
MIR20B	0	0	0
MIR21	0	0	0
MIR22	0	0	0
MIR22HG	0.105	2.781	2.163
MIR23A	0	0	0
MIR23B	0	0	0
MIR23C	0	0	0
MIR24-1	0	0	0
MIR24-2	0	0	0
MIR25	0	0	0
MIR26A1	0	0	0
MIR26A2	0	0	0
MIR26B	0	0	0
MIR27A	0	0	0
MIR27B	0	0	0
MIR28	0	0	0
MIR29A	0	0	0
MIR29B1	0	0	0
MIR29B2	0	0	0
MIR29B2CHG	0.052	0.521	0.511
MIR29C	0	0	0
MIR30A	0	0	0
MIR30B	0	0	0
MIR30C1	0	0	0
MIR30C2	0	0	0
MIR30D	0	0	0
MIR30E	0	0	0
MIR31	0	0	0
MIR31HG	1.027	2.201	2.412
MIR32	0	0	0
MIR33A	0	0	0
MIR33B	0	0	0
MIR34A	0	0	0
MIR34AHG	6.14	5.57	5.183
MIR34B	0	0	0
MIR34C	0	0	0
MIR92A1	0	0	0
MIR92A2	0	0	0
MIR92B	0	0	0
MIR93	0	0	0
MIR95	0	0	0
MIR96	0	0	0
MIR98	0	0	0
MIR99A	0	0	0
MIR99AHG	1.727	2.926	2.194
MIR99B	0	0	0
MIR100	0	0	0
MIR100HG	0.38	0.461	0.424
MIR101-1	0	0	0
MIR101-2	0	0	0
MIR103A1	0	0	0
MIR103A2	0	0	0
MIR103B1	0	0	0
MIR103B2	0	0	0
MIR105-1	0	0	0
MIR105-2	0	0	0
MIR106A	0	0	0
MIR106B	0	0	0
MIR107	0	0	0
MIR122	0	0	0
MIR124-1	0	0	0
MIR124-2	0	0	0
MIR124-2HG	0.07	0.197	0.133
MIR124-3	0	0	0
MIR125A	0	0	0
MIR125B1	0	0	0
MIR125B2	0	0	0
MIR126	0	0	0
MIR127	0	0	0
MIR128-1	0	0	0
MIR128-2	0	0	0
MIR129-1	0	0	0
MIR129-2	0	0	0
MIR130A	0	0	0
MIR130B	0	0	0
MIR132	0	0	0
MIR133A1	0	0	0
MIR133A1HG	0.02	0.232	0.161
MIR133A2	0	0	0
MIR133B	0	0	0
MIR134	0	0	0
MIR135A1	0	0	0
MIR135A2	0	0	0
MIR135B	0	0	0
MIR136	0	0	0
MIR137	0	0	0
MIR137HG	1.093	0.996	0.937
MIR138-1	0	0	0
MIR138-2	0	0	0
MIR139	0	0	0
MIR140	0	0	0
MIR141	0	0	0
MIR142	0	0	0
MIR143	0	0	0
MIR144	0	0	0
MIR145	0	0	0
MIR146A	0	0	0
MIR146B	0	0	0
MIR147A	0	0	0
MIR147B	0	0	0
MIR148A	0	0	0
MIR148B	0	0	0
MIR149	0	0	0
MIR150	0	0	0
MIR151A	0	0	0
MIR151B	0	0	0
MIR152	0	0	0
MIR153-1	0	0	0
MIR153-2	0	0	0
MIR154	0	0	0
MIR155	0	0	0
MIR155HG	0.108	0.33	0.009
MIR181A1	0	0	0
MIR181A1HG	7.435	9.046	8.452
MIR181A2	0	0	0
MIR181A2HG	0.08	2.089	1.432
MIR181B1	0	0	0
MIR181B2	0	0	0
MIR181C	0	0	0
MIR181D	0	0	0
MIR182	0	0	0
MIR183	0	0	0
MIR184	0	0	0
MIR185	0	0	0
MIR186	0	0	0
MIR187	0	0	0
MIR188	0	0	0
MIR190A	0	0	0
MIR190B	0	0	0
MIR191	0	0	0
MIR192	0	0	0
MIR193A	0	0	0
MIR193B	0	0	0
MIR193BHG	0.059	0.887	0.655
MIR194-1	0	0	0
MIR194-2	0	0	0
MIR194-2HG	4.426	4.389	4.395
MIR195	0	0	0
MIR196A1	0	0	0
MIR196A2	0	0	0
MIR196B	0	0	0
MIR197	0	0	0
MIR198	0	0	0
MIR199A1	0	0	0
MIR199A2	0	0	0
MIR199B	0	0	0
MIR200A	0	0	0
MIR200B	0	0	0
MIR200C	0	0	0
MIR200CHG	0.144	2.467	3.702
MIR202	0	0	0
MIR202HG	10.837	9.31	9.683
MIR203A	0	0	0
MIR203B	0	0	0
MIR204	0	0	0
MIR205	0	0	0
MIR205HG	19.632	29.682	25.579
MIR206	0	0	0
MIR208A	0	0	0
MIR208B	0	0	0
MIR210	0	0	0
MIR210HG	6.672	5.496	5.392
MIR211	0	0	0
MIR212	0	0	0
MIR214	0	0	0
MIR215	0	0	0
MIR216A	0	0	0
MIR216B	0	0	0
MIR217	0	0	0
MIR217HG	0	0	0
MIR218-1	0	0	0
MIR218-2	0	0	0
MIR219A1	0	0	0
MIR219A2	0	0	0
MIR219B	0	0	0
MIR221	0	0	0
MIR222	0	0	0
MIR223	0	0	0
MIR224	0	0	0
MIR296	0	0	0
MIR297	0	0	0
MIR298	0	0	0
MIR299	0	0	0
MIR300	0	0	0
MIR301A	0	0	0
MIR301B	0	0	0
MIR302A	0	0	0
MIR302B	0	0	0
MIR302C	0	0	0
MIR302CHG	0.001	0.002	0.072
MIR302D	0	0	0
MIR302E	0	0	0
MIR302F	0	0	0
MIR320A	0	0	0
MIR320B1	0	0	0
MIR320B2	0	0	0
MIR320C1	0	0	0
MIR320C2	0	0	0
MIR320D1	0	0	0
MIR320D2	0	0	0
MIR320E	0	0	0
MIR323A	0	0	0
MIR323B	0	0	0
MIR324	0	0	0
MIR325	0	0	0
MIR325HG	0.001	0.001	0.009
MIR326	0	0	0
MIR328	0	0	0
MIR329-1	0	0	0
MIR329-2	0	0	0
MIR330	0	0	0
MIR331	0	0	0
MIR335	0	0	0
MIR337	0	0	0
MIR338	0	0	0
MIR339	0	0	0
MIR340	0	0	0
MIR342	0	0	0
MIR345	0	0	0
MIR346	0	0	0
MIR361	0	0	0
MIR362	0	0	0
MIR363	0	0	0
MIR365A	0	0	0
MIR365B	0	0	0
MIR367	0	0	0
MIR369	0	0	0
MIR370	0	0	0
MIR371A	0	0	0
MIR371B	0	0	0
MIR372	0	0	0
MIR373	0	0	0
MIR374A	0	0	0
MIR374B	0	0	0
MIR374C	0	0	0
MIR375	0	0	0
MIR376A1	0	0	0
MIR376A2	0	0	0
MIR376B	0	0	0
MIR376C	0	0	0
MIR377	0	0	0
MIR378A	0	0	0
MIR378B	0	0	0
MIR378C	0	0	0
MIR378D1	0	0	0
MIR378D2	0	0	0
MIR378E	0	0	0
MIR378F	0	0	0
MIR378G	0	0	0
MIR378H	0	0	0
MIR378I	0	0	0
MIR378J	0	0	0
MIR379	0	0	0
MIR380	0	0	0
MIR381	0	0	0
MIR381HG	0	0	0
MIR382	0	0	0
MIR383	0	0	0
MIR384	0	0	0
MIR409	0	0	0
MIR410	0	0	0
MIR411	0	0	0
MIR412	0	0	0
MIR421	0	0	0
MIR422A	0	0	0
MIR423	0	0	0
MIR424	0	0	0
MIR425	0	0	0
MIR429	0	0	0
MIR431	0	0	0
MIR432	0	0	0
MIR433	0	0	0
MIR448	0	0	0
MIR449A	0	0	0
MIR449B	0	0	0
MIR449C	0	0	0
MIR450A1	0	0	0
MIR450A2	0	0	0
MIR450B	0	0	0
MIR451A	0	0	0
MIR451B	0	0	0
MIR452	0	0	0
MIR454	0	0	0
MIR455	0	0	0
MIR466	0	0	0
MIR483	0	0	0
MIR484	0	0	0
MIR485	0	0	0
MIR486-1	0	0	0
MIR486-2	0	0	0
MIR487A	0	0	0
MIR487B	0	0	0
MIR488	0	0	0
MIR489	0	0	0
MIR490	0	0	0
MIR491	0	0	0
MIR492	0	0	0
MIR493	0	0	0
MIR494	0	0	0
MIR495	0	0	0
MIR496	0	0	0
MIR497	0	0	0
MIR497HG	0.075	0.762	0.394
MIR498	0	0	0
MIR499A	0	0	0
MIR499B	0	0	0
MIR500A	0	0	0
MIR500B	0	0	0
MIR501	0	0	0
MIR502	0	0	0
MIR503	0	0	0
MIR503HG	0.028	0.718	1.35
MIR504	0	0	0
MIR505	0	0	0
MIR506	0	0	0
MIR507	0	0	0
MIR508	0	0	0
MIR509-1	0	0	0
MIR509-2	0	0	0
MIR509-3	0	0	0
MIR510	0	0	0
MIR511	0	0	0
MIR512-1	0	0	0
MIR512-2	0	0	0
MIR513A1	0	0	0
MIR513A2	0	0	0
MIR513B	0	0	0
MIR513C	0	0	0
MIR514A1	0	0	0
MIR514A2	0	0	0
MIR514A3	0	0	0
MIR514B	0	0	0
MIR515-1	0	0	0
MIR515-2	0	0	0
MIR516A1	0	0	0
MIR516A2	0	0	0
MIR516B1	0	0	0
MIR516B2	0	0	0
MIR517A	0	0	0
MIR517B	0	0	0
MIR517C	0	0	0
MIR518A1	0	0	0
MIR518A2	0	0	0
MIR518B	0	0	0
MIR518C	0	0	0
MIR518D	0	0	0
MIR518E	0	0	0
MIR518F	0	0	0
MIR519A1	0	0	0
MIR519A2	0	0	0
MIR519B	0	0	0
MIR519C	0	0	0
MIR519D	0	0	0
MIR519E	0	0	0
MIR520A	0	0	0
MIR520B	0	0	0
MIR520C	0	0	0
MIR520D	0	0	0
MIR520E	0	0	0
MIR520F	0	0	0
MIR520G	0	0	0
MIR520H	0	0	0
MIR521-1	0	0	0
MIR521-2	0	0	0
MIR522	0	0	0
MIR523	0	0	0
MIR524	0	0	0
MIR525	0	0	0
MIR526A1	0	0	0
MIR526A2	0	0	0
MIR526B	0	0	0
MIR527	0	0	0
MIR532	0	0	0
MIR539	0	0	0
MIR541	0	0	0
MIR542	0	0	0
MIR543	0	0	0
MIR544A	0	0	0
MIR544B	0	0	0
MIR545	0	0	0
MIR548A1	0	0	0
MIR548A1HG	4.219	4.376	4.068
MIR548A2	0	0	0
MIR548A3	0	0	0
MIR548AA1	0	0	0
MIR548AA2	0	0	0
MIR548AB	0	0	0
MIR548AC	0	0	0
MIR548AD	0	0	0
MIR548AE1	0	0	0
MIR548AE2	0	0	0
MIR548AG1	0	0	0
MIR548AG2	0	0	0
MIR548AH	0	0	0
MIR548AI	0	0	0
MIR548AJ1	0	0	0
MIR548AJ2	0	0	0
MIR548AK	0	0	0
MIR548AL	0	0	0
MIR548AM	0	0	0
MIR548AN	0	0	0
MIR548AO	0	0	0
MIR548AP	0	0	0
MIR548AQ	0	0	0
MIR548AR	0	0	0
MIR548AS	0	0	0
MIR548AT	0	0	0
MIR548AU	0	0	0
MIR548AV	0	0	0
